1	0.55	0.275	0.132	1587661524539408
2	1.05	0.525	0.252	1587661524549245
3	1.55	0.775	0.372	1587661524559390
4	2.05	1.025	0.492	1587661524569540
5	2.6	1.3	0.624	1587661524579705
6	3.1	1.55	0.744	1587661524589864
7	3.6	1.8	0.864	1587661524600054
8	4.1	2.05	0.984	1587661524610120
9	4.6	2.3	1.104	1587661524620433
10	5.1	2.55	1.224	1587661524630567
11	5.65	2.825	1.356	1587661524640734
12	6.15	3.075	1.476	1587661524650915
13	6.65	3.325	1.596	1587661524661076
14	7.15	3.575	1.716	1587661524671252
15	7.65	3.825	1.836	1587661524681421
16	8.15	4.075	1.956	1587661524691578
17	8.7	4.35	2.088	1587661524701727
18	9.2	4.6	2.208	1587661524711892
19	9.7	4.85	2.328	1587661524722059
20	10.2	5.1	2.448	1587661524732243
21	10.7	5.35	2.568	1587661524742372
22	11.2	5.6	2.688	1587661524752571
23	11.75	5.875	2.82	1587661524762741
24	12.25	6.125	2.94	1587661524772913
25	12.75	6.375	3.06	1587661524783094
26	13.25	6.625	3.18	1587661524793245
27	13.75	6.875	3.3	1587661524803378
28	14.25	7.125	3.42	1587661524813535
29	14.8	7.4	3.552	1587661524823783
30	15.3	7.65	3.672	1587661524833893
31	15.8	7.9	3.792	1587661524844066
32	16.3	8.15	3.912	1587661524854187
33	16.8	8.4	4.032	1587661524864431
34	17.3	8.65	4.152	1587661524874584
35	17.85	8.925	4.284	1587661524884746
36	18.35	9.175	4.404	1587661524894951
37	18.85	9.425	4.524	1587661524905106
38	19.35	9.675	4.644	1587661524915213
39	19.85	9.925	4.764	1587661524925441
40	20.35	10.175	4.884	1587661524935597
41	20.9	10.45	5.016	1587661524945755
42	21.4	10.7	5.136	1587661524955938
43	21.9	10.95	5.256	1587661524966045
44	22.4	11.2	5.376	1587661524976272
45	22.9	11.45	5.496	1587661524986403
46	23.4	11.7	5.616	1587661524996596
47	23.95	11.975	5.748	1587661525006825
48	24.45	12.225	5.868	1587661525016981
49	24.95	12.475	5.988	1587661525027193
50	25.45	12.725	6.108	1587661525037333
51	25.95	12.975	6.228	1587661525047515
52	26.5	13.25	6.36	1587661525057668
53	27	13.5	6.48	1587661525067854
54	27.5	13.75	6.6	1587661525077941
55	28	14	6.72	1587661525088190
56	28.5	14.25	6.84	1587661525098347
57	29	14.5	6.96	1587661525108515
58	29.55	14.775	7.092	1587661525118689
59	30.05	15.025	7.212	1587661525128895
60	30.55	15.275	7.332	1587661525139037
61	31.05	15.525	7.452	1587661525149204
62	31.55	15.775	7.572	1587661525159375
63	32.05	16.025	7.692	1587661525169591
64	32.6	16.3	7.824	1587661525179732
65	33.1	16.55	7.944	1587661525189831
66	33.6	16.8	8.064	1587661525200088
67	34.1	17.05	8.184	1587661525210194
68	34.6	17.3	8.304	1587661525220440
69	35.1	17.55	8.424	1587661525230635
70	35.65	17.825	8.556	1587661525240797
71	36.15	18.075	8.676	1587661525250970
72	36.65	18.325	8.796	1587661525261130
73	37.15	18.575	8.916	1587661525271301
74	37.65	18.825	9.036	1587661525281470
75	38.15	19.075	9.156	1587661525291649
76	38.7	19.35	9.288	1587661525301748
77	39.2	19.6	9.408	1587661525311966
78	39.7	19.85	9.528	1587661525322092
79	40.2	20.1	9.648	1587661525332340
80	40.7	20.35	9.768	1587661525342487
81	41.2	20.6	9.888	1587661525352552
82	41.75	20.875	10.02	1587661525362791
83	42.25	21.125	10.14	1587661525372969
84	42.75	21.375	10.26	1587661525383138
85	43.25	21.625	10.38	1587661525393301
86	43.75	21.875	10.5	1587661525403471
87	44.25	22.125	10.62	1587661525413634
88	44.8	22.4	10.752	1587661525423814
89	45.3	22.65	10.872	1587661525433927
90	45.8	22.9	10.992	1587661525444163
91	46.3	23.15	11.112	1587661525454234
92	46.8	23.4	11.232	1587661525464511
93	47.35	23.675	11.364	1587661525474686
94	47.85	23.925	11.484	1587661525484865
95	48.35	24.175	11.604	1587661525495035
96	48.85	24.425	11.724	1587661525505199
97	49.35	24.675	11.844	1587661525515340
98	49.85	24.925	11.964	1587661525525517
99	50.4	25.2	12.096	1587661525535742
100	50.9	25.45	12.216	1587661525545848
101	51.4	25.7	12.336	1587661525556068
102	51.9	25.95	12.456	1587661525566130
103	52.4	26.2	12.576	1587661525576404
104	52.9	26.45	12.696	1587661525586572
105	53.45	26.725	12.828	1587661525596734
106	53.95	26.975	12.948	1587661525606923
107	54.45	27.225	13.068	1587661525617085
108	54.95	27.475	13.188	1587661525627257
109	55.45	27.725	13.308	1587661525637461
