1	0	0	0	1587661524528212
2	0.55	0.275	0.132	1587661524538419
3	1.05	0.525	0.252	1587661524548584
4	1.55	0.775	0.372	1587661524558742
5	2.05	1.025	0.492	1587661524568900
6	2.6	1.3	0.624	1587661524579064
7	3.1	1.55	0.744	1587661524589236
8	3.6	1.8	0.864	1587661524599406
9	4.1	2.05	0.984	1587661524609580
10	4.6	2.3	1.104	1587661524619776
11	5.1	2.55	1.224	1587661524629925
12	5.65	2.825	1.356	1587661524640088
13	6.15	3.075	1.476	1587661524650267
14	6.65	3.325	1.596	1587661524660432
15	7.15	3.575	1.716	1587661524670601
16	7.65	3.825	1.836	1587661524680769
17	8.15	4.075	1.956	1587661524690932
18	8.7	4.35	2.088	1587661524701093
19	9.2	4.6	2.208	1587661524711250
20	9.7	4.85	2.328	1587661524721440
21	10.2	5.1	2.448	1587661524731596
22	10.7	5.35	2.568	1587661524741757
23	11.2	5.6	2.688	1587661524751926
24	11.75	5.875	2.82	1587661524762100
25	12.25	6.125	2.94	1587661524772266
26	12.75	6.375	3.06	1587661524782451
27	13.25	6.625	3.18	1587661524792594
28	13.75	6.875	3.3	1587661524802756
29	14.25	7.125	3.42	1587661524812916
30	14.8	7.4	3.552	1587661524823123
31	15.3	7.65	3.672	1587661524833283
32	15.8	7.9	3.792	1587661524843444
33	16.3	8.15	3.912	1587661524853613
34	16.8	8.4	4.032	1587661524863780
35	17.3	8.65	4.152	1587661524873938
36	17.85	8.925	4.284	1587661524884103
37	18.35	9.175	4.404	1587661524894296
38	18.85	9.425	4.524	1587661524904461
39	19.35	9.675	4.644	1587661524914622
40	19.85	9.925	4.764	1587661524924809
41	20.35	10.175	4.884	1587661524934980
42	20.9	10.45	5.016	1587661524945145
43	21.4	10.7	5.136	1587661524955317
44	21.9	10.95	5.256	1587661524965482
45	22.4	11.2	5.376	1587661524975651
46	22.9	11.45	5.496	1587661524985814
47	23.4	11.7	5.616	1587661524995980
48	23.95	11.975	5.748	1587661525006165
49	24.45	12.225	5.868	1587661525016338
50	24.95	12.475	5.988	1587661525026537
51	25.45	12.725	6.108	1587661525036691
52	25.95	12.975	6.228	1587661525046872
53	26.5	13.25	6.36	1587661525057041
54	27	13.5	6.48	1587661525067207
55	27.5	13.75	6.6	1587661525077373
56	28	14	6.72	1587661525087539
57	28.5	14.25	6.84	1587661525097702
58	29	14.5	6.96	1587661525107872
59	29.55	14.775	7.092	1587661525118042
60	30.05	15.025	7.212	1587661525128232
61	30.55	15.275	7.332	1587661525138394
62	31.05	15.525	7.452	1587661525148560
63	31.55	15.775	7.572	1587661525158730
64	32.05	16.025	7.692	1587661525168919
65	32.6	16.3	7.824	1587661525179085
66	33.1	16.55	7.944	1587661525189252
67	33.6	16.8	8.064	1587661525199447
68	34.1	17.05	8.184	1587661525209617
69	34.6	17.3	8.304	1587661525219790
70	35.1	17.55	8.424	1587661525229979
71	35.65	17.825	8.556	1587661525240136
72	36.15	18.075	8.676	1587661525250322
73	36.65	18.325	8.796	1587661525260485
74	37.15	18.575	8.916	1587661525270653
75	37.65	18.825	9.036	1587661525280838
76	38.15	19.075	9.156	1587661525291005
77	38.7	19.35	9.288	1587661525301175
78	39.2	19.6	9.408	1587661525311350
79	39.7	19.85	9.528	1587661525321518
80	40.2	20.1	9.648	1587661525331712
81	40.7	20.35	9.768	1587661525341864
82	41.2	20.6	9.888	1587661525352003
83	41.75	20.875	10.02	1587661525362170
84	42.25	21.125	10.14	1587661525372347
85	42.75	21.375	10.26	1587661525382518
86	43.25	21.625	10.38	1587661525392685
87	43.75	21.875	10.5	1587661525402853
88	44.25	22.125	10.62	1587661525413020
89	44.8	22.4	10.752	1587661525423197
90	45.3	22.65	10.872	1587661525433387
91	45.8	22.9	10.992	1587661525443545
92	46.3	23.15	11.112	1587661525453707
93	46.8	23.4	11.232	1587661525463890
94	47.35	23.675	11.364	1587661525474070
95	47.85	23.925	11.484	1587661525484237
96	48.35	24.175	11.604	1587661525494413
97	48.85	24.425	11.724	1587661525504584
98	49.35	24.675	11.844	1587661525514746
99	49.85	24.925	11.964	1587661525524913
100	50.4	25.2	12.096	1587661525535114
101	50.9	25.45	12.216	1587661525545277
102	51.4	25.7	12.336	1587661525555444
103	51.9	25.95	12.456	1587661525565618
104	52.4	26.2	12.576	1587661525575787
105	52.9	26.45	12.696	1587661525585954
106	53.45	26.725	12.828	1587661525596121
107	53.95	26.975	12.948	1587661525606304
108	54.45	27.225	13.068	1587661525616473
109	54.95	27.475	13.188	1587661525626643
110	55.45	27.725	13.308	1587661525636832
111	55.95	27.975	13.428	1587661525646992
112	56.5	28.25	13.56	1587661525657173
113	57	28.5	13.68	1587661525667349
114	57.5	28.75	13.8	1587661525677517
115	58	29	13.92	1587661525687689
116	58.5	29.25	14.04	1587661525697853
117	59	29.5	14.16	1587661525708021
118	59.55	29.775	14.292	1587661525718188
119	60.05	30.025	14.412	1587661525728352
120	60.55	30.275	14.532	1587661525738540
121	61.05	30.525	14.652	1587661525748697
122	61.55	30.775	14.772	1587661525758859
123	62.05	31.025	14.892	1587661525769020
124	62.6	31.3	15.024	1587661525779180
125	63.1	31.55	15.144	1587661525789342
126	63.6	31.8	15.264	1587661525799509
127	64.1	32.05	15.384	1587661525809684
128	64.6	32.3	15.504	1587661525819854
129	65.1	32.55	15.624	1587661525830024
130	65.65	32.825	15.756	1587661525840224
131	66.15	33.075	15.876	1587661525850382
132	66.65	33.325	15.996	1587661525860566
133	67.15	33.575	16.116	1587661525870735
134	67.65	33.825	16.236	1587661525880905
135	68.2	34.1	16.368	1587661525891076
136	68.7	34.35	16.488	1587661525901243
137	69.2	34.6	16.608	1587661525911423
138	69.7	34.85	16.728	1587661525921610
139	70.2	35.1	16.848	1587661525931784
140	70.7	35.35	16.968	1587661525941969
141	71.25	35.625	17.1	1587661525952128
142	71.75	35.875	17.22	1587661525962316
143	72.25	36.125	17.34	1587661525972484
144	72.75	36.375	17.46	1587661525982651
145	73.25	36.625	17.58	1587661525992819
146	73.75	36.875	17.7	1587661526002986
147	74.3	37.15	17.832	1587661526013153
148	74.8	37.4	17.952	1587661526023315
149	75.3	37.65	18.072	1587661526033483
150	75.8	37.9	18.192	1587661526043677
151	76.3	38.15	18.312	1587661526053799
152	76.8	38.4	18.432	1587661526063967
153	77.35	38.675	18.564	1587661526074135
154	77.85	38.925	18.684	1587661526084300
155	78.35	39.175	18.804	1587661526094487
156	78.85	39.425	18.924	1587661526104657
157	79.35	39.675	19.044	1587661526114820
158	79.85	39.925	19.164	1587661526125008
159	80.4	40.2	19.296	1587661526135175
160	80.9	40.45	19.416	1587661526145376
161	81.4	40.7	19.536	1587661526155555
162	81.9	40.95	19.656	1587661526165719
163	82.4	41.2	19.776	1587661526175879
164	82.95	41.475	19.908	1587661526186059
165	83.45	41.725	20.028	1587661526196226
166	83.95	41.975	20.148	1587661526206394
167	84.45	42.225	20.268	1587661526216560
168	84.95	42.475	20.388	1587661526226736
169	85.45	42.725	20.508	1587661526236906
170	86	43	20.64	1587661526247100
171	86.5	43.25	20.76	1587661526257259
172	87	43.5	20.88	1587661526267423
173	87.5	43.75	21	1587661526277611
174	88	44	21.12	1587661526287782
175	88.5	44.25	21.24	1587661526297946
176	89.05	44.525	21.372	1587661526308114
177	89.55	44.775	21.492	1587661526318302
178	90.05	45.025	21.612	1587661526328474
179	90.55	45.275	21.732	1587661526338644
180	91.05	45.525	21.852	1587661526348834
181	91.55	45.775	21.972	1587661526358992
182	92.1	46.05	22.104	1587661526369162
183	92.6	46.3	22.224	1587661526379335
184	93.1	46.55	22.344	1587661526389503
185	93.6	46.8	22.464	1587661526399670
186	94.1	47.05	22.584	1587661526409835
187	94.6	47.3	22.704	1587661526420005
188	95.15	47.575	22.836	1587661526430175
