1	0	0	0
2	0.5	0.25	0.12
3	1	0.5	0.24
4	1.5	0.75	0.36
5	2	1	0.48
6	2.55	1.275	0.612
7	3.05	1.525	0.732
8	3.55	1.775	0.852
9	4.05	2.025	0.972
10	4.55	2.275	1.092
11	5.05	2.525	1.212
12	5.55	2.775	1.332
13	6.1	3.05	1.464
14	6.6	3.3	1.584
15	7.1	3.55	1.704
16	7.6	3.8	1.824
17	8.1	4.05	1.944
18	8.6	4.3	2.064
19	9.1	4.55	2.184
20	9.65	4.825	2.316
21	10.15	5.075	2.436
22	10.65	5.325	2.556
23	11.15	5.575	2.676
24	11.65	5.825	2.796
25	12.15	6.075	2.916
26	12.7	6.35	3.048
27	13.2	6.6	3.168
28	13.7	6.85	3.288
29	14.2	7.1	3.408
30	14.7	7.35	3.528
31	15.2	7.6	3.648
32	15.7	7.85	3.768
33	16.25	8.125	3.9
34	16.75	8.375	4.02
35	17.25	8.625	4.14
36	17.75	8.875	4.26
37	18.25	9.125	4.38
38	18.75	9.375	4.5
39	19.3	9.65	4.632
40	19.8	9.9	4.752
41	20.3	10.15	4.872
42	20.8	10.4	4.992
43	21.3	10.65	5.112
44	21.8	10.9	5.232
45	22.3	11.15	5.352
46	22.85	11.425	5.484
47	23.35	11.675	5.604
48	23.85	11.925	5.724
49	24.35	12.175	5.844
50	24.85	12.425	5.964
51	25.35	12.675	6.084
52	25.9	12.95	6.216
53	26.4	13.2	6.336
54	26.9	13.45	6.456
55	27.4	13.7	6.576
56	27.9	13.95	6.696
57	28.4	14.2	6.816
58	28.9	14.45	6.936
59	29.45	14.725	7.068
60	29.95	14.975	7.188
61	30.45	15.225	7.308
62	30.95	15.475	7.428
63	31.45	15.725	7.548
64	31.95	15.975	7.668
65	32.45	16.225	7.788
66	33	16.5	7.92
67	33.5	16.75	8.04
68	34	17	8.16
69	34.5	17.25	8.28
70	35	17.5	8.4
71	35.5	17.75	8.52
72	36.05	18.025	8.652
73	36.55	18.275	8.772
74	37.05	18.525	8.892
75	37.55	18.775	9.012
76	38.05	19.025	9.132
77	38.55	19.275	9.252
78	39.05	19.525	9.372
79	39.6	19.8	9.504
80	40.1	20.05	9.624
81	40.6	20.3	9.744
82	41.1	20.55	9.864
83	41.6	20.8	9.984
84	42.1	21.05	10.104
85	42.65	21.325	10.236
86	43.15	21.575	10.356
87	43.65	21.825	10.476
88	44.15	22.075	10.596
89	44.65	22.325	10.716
90	45.15	22.575	10.836
91	45.65	22.825	10.956
92	46.2	23.1	11.088
93	46.7	23.35	11.208
94	47.2	23.6	11.328
95	47.7	23.85	11.448
96	48.2	24.1	11.568
97	48.7	24.35	11.688
98	49.25	24.625	11.82
99	49.75	24.875	11.94
100	50.25	25.125	12.06
101	50.75	25.375	12.18
102	51.25	25.625	12.3
103	51.75	25.875	12.42
104	52.25	26.125	12.54
105	52.8	26.4	12.672
106	53.3	26.65	12.792
107	53.8	26.9	12.912
108	54.3	27.15	13.032
109	54.8	27.4	13.152
110	55.3	27.65	13.272
111	55.85	27.925	13.404
112	56.35	28.175	13.524
113	56.85	28.425	13.644
114	57.35	28.675	13.764
115	57.85	28.925	13.884
116	58.35	29.175	14.004
117	58.85	29.425	14.124
118	59.4	29.7	14.256
119	59.9	29.95	14.376
120	60.4	30.2	14.496
121	60.9	30.45	14.616
122	61.4	30.7	14.736
123	61.9	30.95	14.856
124	62.4	31.2	14.976
125	62.95	31.475	15.108
126	63.45	31.725	15.228
127	63.95	31.975	15.348
128	64.45	32.225	15.468
129	64.95	32.475	15.588
130	65.45	32.725	15.708
131	65.95	32.975	15.828
132	66.5	33.25	15.96
133	67	33.5	16.08
134	67.5	33.75	16.2
135	68	34	16.32
136	68.5	34.25	16.44
137	69	34.5	16.56
138	69.55	34.775	16.692
139	70.05	35.025	16.812
140	70.55	35.275	16.932
141	71.05	35.525	17.052
142	71.55	35.775	17.172
143	72.05	36.025	17.292
144	72.55	36.275	17.412
145	73.1	36.55	17.544
146	73.6	36.8	17.664
147	74.1	37.05	17.784
148	74.6	37.3	17.904
149	75.1	37.55	18.024
150	75.6	37.8	18.144
151	76.1	38.05	18.264
152	76.65	38.325	18.396
153	77.15	38.575	18.516
154	77.65	38.825	18.636
155	78.15	39.075	18.756
156	78.65	39.325	18.876
157	79.15	39.575	18.996
158	79.7	39.85	19.128
159	80.2	40.1	19.248
160	80.7	40.35	19.368
161	81.2	40.6	19.488
162	81.7	40.85	19.608
163	82.2	41.1	19.728
164	82.7	41.35	19.848
165	83.25	41.625	19.98
166	83.75	41.875	20.1
167	84.25	42.125	20.22
168	84.75	42.375	20.34
169	85.25	42.625	20.46
170	85.75	42.875	20.58
171	86.3	43.15	20.712
172	86.8	43.4	20.832
173	87.3	43.65	20.952
174	87.8	43.9	21.072
175	88.3	44.15	21.192
176	88.8	44.4	21.312
177	89.3	44.65	21.432
178	89.85	44.925	21.564
179	90.35	45.175	21.684
180	90.85	45.425	21.804
181	91.35	45.675	21.924
182	91.85	45.925	22.044
183	92.35	46.175	22.164
184	92.9	46.45	22.296
185	93.4	46.7	22.416
186	93.9	46.95	22.536
187	94.4	47.2	22.656
188	94.9	47.45	22.776
189	95.4	47.7	22.896
190	95.9	47.95	23.016
191	96.45	48.225	23.148
192	96.95	48.475	23.268
193	97.45	48.725	23.388
194	97.95	48.975	23.508
195	98.45	49.225	23.628
196	98.95	49.475	23.748
197	99.45	49.725	23.868
198	100	50	24
199	100.5	50.25	24.12
200	101	50.5	24.24
201	101.5	50.75	24.36
202	102	51	24.48
203	102.5	51.25	24.6
204	103.05	51.525	24.732
205	103.55	51.775	24.852
206	104.05	52.025	24.972
207	104.55	52.275	25.092
208	105.05	52.525	25.212
209	105.55	52.775	25.332
210	106.05	53.025	25.452
211	106.6	53.3	25.584
212	107.1	53.55	25.704
213	107.6	53.8	25.824
214	108.1	54.05	25.944
215	108.6	54.3	26.064
216	109.1	54.55	26.184
217	109.65	54.825	26.316
218	110.15	55.075	26.436
219	110.65	55.325	26.556
220	111.15	55.575	26.676
221	111.65	55.825	26.796
222	112.15	56.075	26.916
223	112.7	56.35	27.048
224	113.2	56.6	27.168
225	113.7	56.85	27.288
226	114.2	57.1	27.408
227	114.7	57.35	27.528
228	115.2	57.6	27.648
229	115.7	57.85	27.768
230	116.25	58.125	27.9
231	116.75	58.375	28.02
232	117.25	58.625	28.14
233	117.75	58.875	28.26
234	118.25	59.125	28.38
235	118.75	59.375	28.5
236	119.3	59.65	28.632
237	119.8	59.9	28.752
238	120.3	60.15	28.872
239	120.8	60.4	28.992
240	121.3	60.65	29.112
241	121.8	60.9	29.232
242	122.3	61.15	29.352
243	122.85	61.425	29.484
244	123.35	61.675	29.604
245	123.85	61.925	29.724
246	124.35	62.175	29.844
247	124.85	62.425	29.964
248	125.35	62.675	30.084
249	125.85	62.925	30.204
250	126.4	63.2	30.336
251	126.9	63.45	30.456
252	127.4	63.7	30.576
253	127.9	63.95	30.696
254	128.4	64.2	30.816
255	128.9	64.45	30.936
256	129.45	64.725	31.068
257	129.95	64.975	31.188
258	130.45	65.225	31.308
259	130.95	65.475	31.428
260	131.45	65.725	31.548
261	131.95	65.975	31.668
262	132.45	66.225	31.788
263	133	66.5	31.92
264	133.5	66.75	32.04
265	134	67	32.16
266	134.5	67.25	32.28
267	135	67.5	32.4
268	135.5	67.75	32.52
269	136.05	68.025	32.652
270	136.55	68.275	32.772
271	137.05	68.525	32.892
272	137.55	68.775	33.012
273	138.05	69.025	33.132
274	138.55	69.275	33.252
275	139.1	69.55	33.384
276	139.6	69.8	33.504
277	140.1	70.05	33.624
278	140.6	70.3	33.744
279	141.1	70.55	33.864
280	141.6	70.8	33.984
281	142.1	71.05	34.104
282	142.65	71.325	34.236
283	143.15	71.575	34.356
284	143.65	71.825	34.476
285	144.15	72.075	34.596
286	144.65	72.325	34.716
287	145.15	72.575	34.836
288	145.7	72.85	34.968
289	146.2	73.1	35.088
290	146.7	73.35	35.208
291	147.2	73.6	35.328
292	147.7	73.85	35.448
293	148.2	74.1	35.568
294	148.7	74.35	35.688
295	149.25	74.625	35.82
296	149.75	74.875	35.94
297	150.25	75.125	36.06
298	150.75	75.375	36.18
299	151.25	75.625	36.3
300	151.75	75.875	36.42
301	152.3	76.15	36.552
302	152.8	76.4	36.672
303	153.3	76.65	36.792
304	153.8	76.9	36.912
305	154.3	77.15	37.032
306	154.8	77.4	37.152
307	155.3	77.65	37.272
308	155.85	77.925	37.404
309	156.35	78.175	37.524
310	156.85	78.425	37.644
311	157.35	78.675	37.764
312	157.85	78.925	37.884
313	158.35	79.175	38.004
314	158.9	79.45	38.136
315	159.4	79.7	38.256
316	159.9	79.95	38.376
317	160.4	80.2	38.496
318	160.9	80.45	38.616
319	161.4	80.7	38.736
320	161.9	80.95	38.856
321	162.45	81.225	38.988
322	162.95	81.475	39.108
323	163.45	81.725	39.228
324	163.95	81.975	39.348
325	164.45	82.225	39.468
326	164.95	82.475	39.588
327	165.45	82.725	39.708
328	166	83	39.84
329	166.5	83.25	39.96
330	167	83.5	40.08
331	167.5	83.75	40.2
332	168	84	40.32
333	168.5	84.25	40.44
334	169.05	84.525	40.572
335	169.55	84.775	40.692
336	170.05	85.025	40.812
337	170.55	85.275	40.932
338	171.05	85.525	41.052
339	171.55	85.775	41.172
340	172.05	86.025	41.292
341	172.6	86.3	41.424
342	173.1	86.55	41.544
343	173.6	86.8	41.664
344	174.1	87.05	41.784
345	174.6	87.3	41.904
346	175.1	87.55	42.024
347	175.65	87.825	42.156
348	176.15	88.075	42.276
349	176.65	88.325	42.396
350	177.15	88.575	42.516
351	177.65	88.825	42.636
352	178.15	89.075	42.756
353	178.7	89.35	42.888
354	179.2	89.6	43.008
355	179.7	89.85	43.128
356	180.2	90.1	43.248
357	180.7	90.35	43.368
358	181.2	90.6	43.488
359	181.7	90.85	43.608
360	182.25	91.125	43.74
361	182.75	91.375	43.86
362	183.25	91.625	43.98
363	183.75	91.875	44.1
364	184.25	92.125	44.22
365	184.75	92.375	44.34
366	185.3	92.65	44.472
367	185.8	92.9	44.592
368	186.3	93.15	44.712
369	186.8	93.4	44.832
370	187.3	93.65	44.952
371	187.8	93.9	45.072
372	188.3	94.15	45.192
373	188.85	94.425	45.324
374	189.35	94.675	45.444
375	189.85	94.925	45.564
376	190.35	95.175	45.684
377	190.85	95.425	45.804
378	191.35	95.675	45.924
379	191.9	95.95	46.056
380	192.4	96.2	46.176
381	192.9	96.45	46.296
382	193.4	96.7	46.416
383	193.9	96.95	46.536
384	194.4	97.2	46.656
385	194.9	97.45	46.776
386	195.45	97.725	46.908
387	195.95	97.975	47.028
388	196.45	98.225	47.148
389	196.95	98.475	47.268
390	197.45	98.725	47.388
391	197.95	98.975	47.508
392	198.5	99.25	47.64
393	199	99.5	47.76
394	199.5	99.75	47.88
395	200	100	48
396	200.5	100.25	48.12
397	201	100.5	48.24
398	201.5	100.75	48.36
399	202.05	101.025	48.492
400	202.55	101.275	48.612
401	203.05	101.525	48.732
402	203.55	101.775	48.852
403	204.05	102.025	48.972
404	204.55	102.275	49.092
405	205.05	102.525	49.212
406	205.6	102.8	49.344
407	206.1	103.05	49.464
408	206.6	103.3	49.584
409	207.1	103.55	49.704
410	207.6	103.8	49.824
411	208.1	104.05	49.944
412	208.65	104.325	50.076
413	209.15	104.575	50.196
414	209.65	104.825	50.316
415	210.15	105.075	50.436
416	210.65	105.325	50.556
417	211.15	105.575	50.676
418	211.65	105.825	50.796
419	212.2	106.1	50.928
420	212.7	106.35	51.048
421	213.2	106.6	51.168
422	213.7	106.85	51.288
423	214.2	107.1	51.408
424	214.7	107.35	51.528
425	215.25	107.625	51.66
426	215.75	107.875	51.78
427	216.25	108.125	51.9
428	216.75	108.375	52.02
429	217.25	108.625	52.14
430	217.75	108.875	52.26
431	218.25	109.125	52.38
432	218.8	109.4	52.512
433	219.3	109.65	52.632
434	219.8	109.9	52.752
435	220.3	110.15	52.872
436	220.8	110.4	52.992
437	221.3	110.65	53.112
438	221.85	110.925	53.244
439	222.35	111.175	53.364
440	222.85	111.425	53.484
441	223.35	111.675	53.604
442	223.85	111.925	53.724
443	224.35	112.175	53.844
444	224.85	112.425	53.964
445	225.4	112.7	54.096
446	225.9	112.95	54.216
447	226.4	113.2	54.336
448	226.9	113.45	54.456
449	227.4	113.7	54.576
450	227.9	113.95	54.696
451	228.4	114.2	54.816
452	228.95	114.475	54.948
453	229.45	114.725	55.068
454	229.95	114.975	55.188
455	230.45	115.225	55.308
456	230.95	115.475	55.428
457	231.45	115.725	55.548
458	232	116	55.68
459	232.5	116.25	55.8
460	233	116.5	55.92
461	233.5	116.75	56.04
462	234	117	56.16
463	234.5	117.25	56.28
464	235.05	117.525	56.412
465	235.55	117.775	56.532
466	236.05	118.025	56.652
467	236.55	118.275	56.772
468	237.05	118.525	56.892
469	237.55	118.775	57.012
470	238.05	119.025	57.132
471	238.6	119.3	57.264
472	239.1	119.55	57.384
473	239.6	119.8	57.504
474	240.1	120.05	57.624
475	240.6	120.3	57.744
476	241.1	120.55	57.864
477	241.65	120.825	57.996
478	242.15	121.075	58.116
479	242.65	121.325	58.236
480	243.15	121.575	58.356
481	243.65	121.825	58.476
482	244.15	122.075	58.596
483	244.65	122.325	58.716
484	245.2	122.6	58.848
485	245.7	122.85	58.968
486	246.2	123.1	59.088
487	246.7	123.35	59.208
488	247.2	123.6	59.328
489	247.7	123.85	59.448
490	248.25	124.125	59.58
491	248.75	124.375	59.7
492	249.25	124.625	59.82
493	249.75	124.875	59.94
494	250.25	125.125	60.06
495	250.75	125.375	60.18
496	251.25	125.625	60.3
497	251.8	125.9	60.432
498	252.3	126.15	60.552
499	252.8	126.4	60.672
500	253.3	126.65	60.792
501	253.8	126.9	60.912
502	254.3	127.15	61.032
503	254.85	127.425	61.164
504	255.35	127.675	61.284
505	255.85	127.925	61.404
506	256.35	128.175	61.524
507	256.85	128.425	61.644
508	257.35	128.675	61.764
509	257.85	128.925	61.884
510	258.4	129.2	62.016
511	258.9	129.45	62.136
512	259.4	129.7	62.256
513	259.9	129.95	62.376
514	260.4	130.2	62.496
515	260.9	130.45	62.616
516	261.45	130.725	62.748
517	261.95	130.975	62.868
518	262.45	131.225	62.988
519	262.95	131.475	63.108
520	263.45	131.725	63.228
521	263.95	131.975	63.348
522	264.45	132.225	63.468
523	265	132.5	63.6
524	265.5	132.75	63.72
525	266	133	63.84
526	266.5	133.25	63.96
527	267	133.5	64.08
528	267.5	133.75	64.2
529	268.05	134.025	64.332
530	268.55	134.275	64.452
531	269.05	134.525	64.572
532	269.55	134.775	64.692
533	270.05	135.025	64.812
534	270.55	135.275	64.932
535	271.05	135.525	65.052
536	271.6	135.8	65.184
537	272.1	136.05	65.304
538	272.6	136.3	65.424
539	273.1	136.55	65.544
540	273.6	136.8	65.664
541	274.1	137.05	65.784
542	274.65	137.325	65.916
543	275.15	137.575	66.036
544	275.65	137.825	66.156
545	276.15	138.075	66.276
546	276.65	138.325	66.396
547	277.15	138.575	66.516
548	277.65	138.825	66.636
549	278.2	139.1	66.768
550	278.7	139.35	66.888
551	279.2	139.6	67.008
552	279.7	139.85	67.128
553	280.2	140.1	67.248
554	280.7	140.35	67.368
555	281.2	140.6	67.488
556	281.75	140.875	67.62
557	282.25	141.125	67.74
558	282.75	141.375	67.86
559	283.25	141.625	67.98
560	283.75	141.875	68.1
561	284.25	142.125	68.22
562	284.8	142.4	68.352
563	285.3	142.65	68.472
564	285.8	142.9	68.592
565	286.3	143.15	68.712
566	286.8	143.4	68.832
567	287.3	143.65	68.952
568	287.8	143.9	69.072
569	288.35	144.175	69.204
570	288.85	144.425	69.324
571	289.35	144.675	69.444
572	289.85	144.925	69.564
573	290.35	145.175	69.684
574	290.85	145.425	69.804
575	291.4	145.7	69.936
576	291.9	145.95	70.056
577	292.4	146.2	70.176
578	292.9	146.45	70.296
579	293.4	146.7	70.416
580	293.9	146.95	70.536
581	294.45	147.225	70.668
582	294.95	147.475	70.788
583	295.45	147.725	70.908
584	295.95	147.975	71.028
585	296.45	148.225	71.148
586	296.95	148.475	71.268
587	297.45	148.725	71.388
588	298	149	71.52
589	298.5	149.25	71.64
590	299	149.5	71.76
591	299.5	149.75	71.88
592	300	150	72
593	300.5	150.25	72.12
594	301	150.5	72.24
595	301.55	150.775	72.372
596	302.05	151.025	72.492
597	302.55	151.275	72.612
598	303.05	151.525	72.732
599	303.55	151.775	72.852
600	304.05	152.025	72.972
601	304.6	152.3	73.104
602	305.1	152.55	73.224
603	305.6	152.8	73.344
604	306.1	153.05	73.464
605	306.6	153.3	73.584
606	307.1	153.55	73.704
607	307.6	153.8	73.824
608	308.15	154.075	73.956
609	308.65	154.325	74.076
610	309.15	154.575	74.196
611	309.65	154.825	74.316
612	310.15	155.075	74.436
613	310.65	155.325	74.556
614	311.2	155.6	74.688
615	311.7	155.85	74.808
616	312.2	156.1	74.928
617	312.7	156.35	75.048
618	313.2	156.6	75.168
619	313.7	156.85	75.288
620	314.2	157.1	75.408
621	314.75	157.375	75.54
622	315.25	157.625	75.66
623	315.75	157.875	75.78
624	316.25	158.125	75.9
625	316.75	158.375	76.02
626	317.25	158.625	76.14
627	317.8	158.9	76.272
628	318.3	159.15	76.392
629	318.8	159.4	76.512
630	319.3	159.65	76.632
631	319.8	159.9	76.752
632	320.3	160.15	76.872
633	320.8	160.4	76.992
634	321.35	160.675	77.124
635	321.85	160.925	77.244
636	322.35	161.175	77.364
637	322.85	161.425	77.484
638	323.35	161.675	77.604
639	323.85	161.925	77.724
640	324.4	162.2	77.856
641	324.9	162.45	77.976
642	325.4	162.7	78.096
643	325.9	162.95	78.216
644	326.4	163.2	78.336
645	326.9	163.45	78.456
646	327.4	163.7	78.576
647	327.95	163.975	78.708
648	328.45	164.225	78.828
649	328.95	164.475	78.948
650	329.45	164.725	79.068
651	329.95	164.975	79.188
652	330.45	165.225	79.308
653	331	165.5	79.44
654	331.5	165.75	79.56
655	332	166	79.68
656	332.5	166.25	79.8
657	333	166.5	79.92
658	333.5	166.75	80.04
659	334	167	80.16
660	334.55	167.275	80.292
661	335.05	167.525	80.412
662	335.55	167.775	80.532
663	336.05	168.025	80.652
664	336.55	168.275	80.772
665	337.05	168.525	80.892
666	337.6	168.8	81.024
667	338.1	169.05	81.144
668	338.6	169.3	81.264
669	339.1	169.55	81.384
670	339.6	169.8	81.504
671	340.1	170.05	81.624
672	340.6	170.3	81.744
673	341.15	170.575	81.876
674	341.65	170.825	81.996
675	342.15	171.075	82.116
676	342.65	171.325	82.236
677	343.15	171.575	82.356
678	343.65	171.825	82.476
679	344.2	172.1	82.608
680	344.7	172.35	82.728
681	345.2	172.6	82.848
682	345.7	172.85	82.968
683	346.2	173.1	83.088
684	346.7	173.35	83.208
685	347.2	173.6	83.328
686	347.75	173.875	83.46
687	348.25	174.125	83.58
688	348.75	174.375	83.7
689	349.25	174.625	83.82
690	349.75	174.875	83.94
691	350.25	175.125	84.06
692	350.8	175.4	84.192
693	351.3	175.65	84.312
694	351.8	175.9	84.432
695	352.3	176.15	84.552
696	352.8	176.4	84.672
697	353.3	176.65	84.792
698	353.85	176.925	84.924
699	354.35	177.175	85.044
700	354.85	177.425	85.164
701	355.35	177.675	85.284
702	355.85	177.925	85.404
703	356.35	178.175	85.524
704	356.85	178.425	85.644
705	357.4	178.7	85.776
706	357.9	178.95	85.896
707	358.4	179.2	86.016
708	358.9	179.45	86.136
709	359.4	179.7	86.256
710	359.9	179.95	86.376
711	360.4	180.2	86.496
712	360.95	180.475	86.628
713	361.45	180.725	86.748
714	361.95	180.975	86.868
715	362.45	181.225	86.988
716	362.95	181.475	87.108
717	363.45	181.725	87.228
718	364	182	87.36
719	364.5	182.25	87.48
720	365	182.5	87.6
721	365.5	182.75	87.72
722	366	183	87.84
723	366.5	183.25	87.96
724	367	183.5	88.08
725	367.55	183.775	88.212
726	368.05	184.025	88.332
727	368.55	184.275	88.452
728	369.05	184.525	88.572
729	369.55	184.775	88.692
730	370.05	185.025	88.812
731	370.6	185.3	88.944
732	371.1	185.55	89.064
733	371.6	185.8	89.184
734	372.1	186.05	89.304
735	372.6	186.3	89.424
736	373.1	186.55	89.544
737	373.6	186.8	89.664
738	374.15	187.075	89.796
739	374.65	187.325	89.916
740	375.15	187.575	90.036
741	375.65	187.825	90.156
742	376.15	188.075	90.276
743	376.65	188.325	90.396
744	377.2	188.6	90.528
745	377.7	188.85	90.648
746	378.2	189.1	90.768
747	378.7	189.35	90.888
748	379.2	189.6	91.008
749	379.7	189.85	91.128
750	380.2	190.1	91.248
751	380.75	190.375	91.38
752	381.25	190.625	91.5
753	381.75	190.875	91.62
754	382.25	191.125	91.74
755	382.75	191.375	91.86
756	383.25	191.625	91.98
757	383.75	191.875	92.1
758	384.3	192.15	92.232
759	384.8	192.4	92.352
760	385.3	192.65	92.472
761	385.8	192.9	92.592
762	386.3	193.15	92.712
763	386.8	193.4	92.832
764	387.35	193.675	92.964
765	387.85	193.925	93.084
766	388.35	194.175	93.204
767	388.85	194.425	93.324
768	389.35	194.675	93.444
769	389.85	194.925	93.564
770	390.35	195.175	93.684
771	390.9	195.45	93.816
772	391.4	195.7	93.936
773	391.9	195.95	94.056
774	392.4	196.2	94.176
775	392.9	196.45	94.296
776	393.4	196.7	94.416
777	393.95	196.975	94.548
778	394.45	197.225	94.668
779	394.95	197.475	94.788
780	395.45	197.725	94.908
781	395.95	197.975	95.028
782	396.45	198.225	95.148
783	396.95	198.475	95.268
784	397.5	198.75	95.4
785	398	199	95.52
786	398.5	199.25	95.64
787	399	199.5	95.76
788	399.5	199.75	95.88
789	400	200	96
790	400.55	200.275	96.132
791	401.05	200.525	96.252
792	401.55	200.775	96.372
793	402.05	201.025	96.492
794	402.55	201.275	96.612
795	403.05	201.525	96.732
796	403.55	201.775	96.852
797	404.1	202.05	96.984
798	404.6	202.3	97.104
799	405.1	202.55	97.224
800	405.6	202.8	97.344
801	406.1	203.05	97.464
802	406.6	203.3	97.584
803	407.1	203.55	97.704
804	407.65	203.825	97.836
805	408.15	204.075	97.956
806	408.65	204.325	98.076
807	409.15	204.575	98.196
808	409.65	204.825	98.316
809	410.15	205.075	98.436
810	410.7	205.35	98.568
