1	1065.18	7856.88	9001.64	1587647216592701	-1	-1	1
2	1068.72	7920	9003.46	1587647216693860	-1	-1	1
3	1072.25	7983.12	9005.27	1587647216794993	-1	-1	1
4	1075.82	8046.88	9007.11	1587647216896159	-1	-1	1
5	1079.36	8110	9008.93	1587647216997190	-1	-1	1
6	1082.89	8173.12	9010.75	1587647217098282	1587647217098805	523	0
7	1086.43	8236.25	9012.56	1587647217199405	1587647217200025	620	0
8	1089.96	8299.38	9014.38	1587647217300941	1587647217301514	573	0
9	1093.53	8363.12	9016.22	1587647217402050	1587647217402661	611	0
10	1097.07	8426.25	9018.04	1587647217503248	1587647217503863	615	0
11	1100.6	8489.38	9019.85	1587647217604360	1587647217604985	625	0
12	1104.14	8552.5	9021.67	1587647217705456	1587647217706108	652	0
13	1107.67	8615.62	9023.49	1587647217806571	1587647217807183	612	0
14	1111.21	8678.75	9025.31	1587647217907693	1587647217908299	606	0
15	1114.74	8741.88	9027.13	1587647218008803	1587647218009411	608	0
16	1118.28	8805	9028.94	1587647218109933	1587647218110557	624	0
17	1121.85	8868.75	9030.78	1587647218211119	1587647218211686	567	0
18	1125.38	8931.88	9032.6	1587647218312207	1587647218312815	608	0
19	1128.92	8995	9034.42	1587647218413372	1587647218413970	598	0
20	1132.45	9058.12	9036.23	1587647218514520	1587647218515431	911	0
21	1135.99	9121.25	9038.05	1587647218615537	1587647218617111	1574	0
22	1139.52	9184.38	9039.87	1587647218716687	-1	-1	1
23	1143.06	9247.5	9041.69	1587647218817723	1587647218819135	1412	0
24	1146.59	9310.62	9043.51	1587647218918824	1587647218919390	566	0
25	1150.13	9373.75	9045.32	1587647219019964	1587647219020576	612	0
26	1153.7	9437.5	9047.16	1587647219121087	1587647219121680	593	0
27	1157.23	9500.62	9048.98	1587647219222130	1587647219222739	609	0
28	1160.77	9563.75	9050.8	1587647219323288	1587647219323900	612	0
29	1164.3	9626.88	9052.61	1587647219424311	1587647219424925	614	0
30	1167.84	9690	9054.43	1587647219525423	1587647219526028	605	0
31	1171.37	9753.12	9056.25	1587647219626467	1587647219627084	617	0
32	1174.91	9816.25	9058.07	1587647219727497	1587647219728103	606	0
33	1178.44	9879.38	9059.89	1587647219828460	1587647219829051	591	0
34	1181.98	9942.5	9061.7	1587647219929586	1587647219930198	612	0
35	1185.51	10005.6	9063.52	1587647220030677	1587647220031233	556	0
36	1189.05	10068.8	9065.34	1587647220131757	1587647220132355	598	0
37	1192.58	10131.9	9067.16	1587647220232810	1587647220233394	584	0
38	1196.12	10195	9068.98	1587647220333913	1587647220334710	797	0
39	1199.65	10258.1	9070.79	1587647220435005	1587647220436302	1297	0
40	1203.22	10321.9	9072.63	1587647220536100	-1	-1	1
41	1206.76	10385	9074.45	1587647220637069	1587647220638515	1446	0
42	1210.29	10448.1	9076.27	1587647220738222	1587647220738796	574	0
43	1213.83	10511.2	9078.08	1587647220839401	1587647220840009	608	0
44	1217.36	10574.4	9079.9	1587647220940494	1587647220941102	608	0
45	1220.9	10637.5	9081.72	1587647221041672	1587647221042257	585	0
46	1224.43	10700.6	9083.54	1587647221142805	1587647221143419	614	0
47	1227.97	10763.8	9085.36	1587647221243953	1587647221244559	606	0
48	1231.54	10827.5	9087.19	1587647221345134	1587647221345758	624	0
49	1235.07	10890.6	9089.01	1587647221446260	1587647221446841	581	0
50	1238.61	10953.8	9090.83	1587647221547417	1587647221548023	606	0
51	1242.14	11016.9	9092.65	1587647221648533	1587647221649144	611	0
52	1245.68	11080	9094.46	1587647221749665	1587647221750243	578	0
53	1249.25	11143.8	9096.3	1587647221851592	1587647221852189	597	0
54	1252.78	11206.9	9098.12	1587647221952663	1587647221953271	608	0
